id,desc,accession,query_cov,seq_ident
ref|WP_158929460.1|,NAD(P)-binding domain-containing protein [Acidisphaera sp. S103],WP_158929460,0.991,0.439
ref|WP_064066362.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus ruber],WP_064066362,0.972,0.428
gb|KAF2402526.1|,FAD/NAD(P)-binding domain-containing protein [Trichodelitschia bisporula],KAF2402526,0.967,0.424
gb|RTE84444.1|,hypothetical protein BHE90_001037 [Fusarium euwallaceae],RTE84444,0.97,0.435
ref|XP_002561323.1|,Pc16g10130 [Penicillium rubens Wisconsin 54-1255],XP_002561323,0.98,0.434
gb|OJY49066.1|,cyclohexanone monooxygenase [Pseudonocardia sp. 73-21],OJY49066,0.982,0.426
ref|WP_119707780.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. Y1],WP_119707780,1.002,0.45
ref|WP_132430121.1|,NAD(P)/FAD-dependent oxidoreductase [Pseudonocardia endophytica],WP_132430121,0.976,0.426
gb|PVX43362.1|,cation diffusion facilitator CzcD-associated flavoprotein CzcO [Tardiphaga sp. OV697],PVX43362,0.976,0.446
gb|PSQ07725.1|,cyclohexanone monooxygenase [Halobacteriales archaeon QS_5_70_15],PSQ07725,0.989,0.432
gb|RMZ83387.1|,"hypothetical protein DV737_g1708, partial [Chaetothyriales sp. CBS 132003]",RMZ83387,0.972,0.419
ref|XP_025504443.1|,cyclohexanone monooxygenase [Aspergillus aculeatinus CBS 121060],XP_025504443,1.015,0.445
gb|QHE73218.1|,Cyclohexanone monooxygenase [Rhodococcus sp. WAY2],QHE73218,0.983,0.439
ref|WP_068137878.1|,NAD(P)/FAD-dependent oxidoreductase [Mycobacterium sp. E796],WP_068137878,0.978,0.434
gb|ANW65198.1|,cyclohexanone monooxygenase [Mycobacterium sp. djl-10],ANW65198,0.969,0.411
ref|WP_116664515.1|,NAD(P)/FAD-dependent oxidoreductase [Tardiphaga sp. OV697],WP_116664515,0.976,0.446
gb|MBM30322.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MBM30322,0.993,0.43
gb|RMJ16841.1|,hypothetical protein CDV36_003475 [Fusarium kuroshium],RMJ16841,0.97,0.435
gb|KID82798.1|,cyclohexanone monooxygenase [Metarhizium guizhouense ARSEF 977],KID82798,0.978,0.434
ref|WP_045520517.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus niacini],WP_045520517,0.993,0.435
gb|EYE99192.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus ruber CBS 135680],EYE99192,0.972,0.43
gb|OJI80542.1|,hypothetical protein ASPTUDRAFT_69159 [Aspergillus tubingensis CBS 134.48],OJI80542,0.985,0.428
gb|RHZ65261.1|,hypothetical protein CDV55_107519 [Aspergillus turcosus],RHZ65261,0.976,0.419
gb|MBS05208.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MBS05208,0.972,0.446
gb|KAE8147226.1|,hypothetical protein BDV25DRAFT_160799 [Aspergillus avenaceus],KAE8147226,0.983,0.445
ref|WP_161351556.1|,NAD(P)-binding domain-containing protein [Maritimibacter sp. DP07],WP_161351556,0.967,0.43
gb|KAE8353515.1|,hypothetical protein BDV28DRAFT_133020 [Aspergillus coremiiformis],KAE8353515,0.983,0.428
ref|WP_098996291.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS037270],WP_098996291,1.002,0.443
ref|WP_090396676.1|,NAD(P)/FAD-dependent oxidoreductase [Natribacillus halophilus],WP_090396676,0.983,0.441
gb|MAN70096.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MAN70096,0.978,0.454
ref|WP_098934148.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS031507],WP_098934148,0.994,0.428
gb|RVU38272.1|,NAD(P)/FAD-dependent oxidoreductase [Hwanghaeella grinnelliae],RVU38272,0.982,0.45
ref|WP_104977596.1|,NAD(P)/FAD-dependent oxidoreductase [Sorangium cellulosum],WP_104977596,0.983,0.443
ref|WP_104520992.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodopila globiformis],WP_104520992,0.983,0.435
gb|RSL88076.1|,hypothetical protein CEP51_001917 [Fusarium floridanum],RSL88076,0.97,0.434
gb|MAZ98898.1|,cyclohexanone monooxygenase [Rhodospirillaceae bacterium],MAZ98898,0.994,0.452
ref|WP_098531943.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS076308],WP_098531943,1.002,0.443
ref|WP_093339949.1|,NAD(P)/FAD-dependent oxidoreductase [Salibacterium halotolerans],WP_093339949,0.993,0.432
gb|MAG33755.1|,cyclohexanone monooxygenase [Deltaproteobacteria bacterium],MAG33755,0.983,0.439
ref|WP_132090524.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. OK085],WP_132090524,1,0.45
dbj|GAQ44943.1|,cyclohexanone monooxygenase [Aspergillus niger],GAQ44943,0.985,0.423
ref|WP_090745922.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus persicus],WP_090745922,0.98,0.45
gb|KLL12419.1|,cyclohexanone monooxygenase [Frankia coriariae],KLL12419,0.976,0.434
ref|WP_030530719.1|,NAD(P)/FAD-dependent oxidoreductase [Prauserella rugosa],WP_030530719,0.982,0.423
gb|KID30168.1|,putative flavoprotein involved in K+ transport [Prauserella sp. Am3],KID30168,0.982,0.423
gb|RLT41625.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],RLT41625,0.976,0.428
ref|WP_160666282.1|,NAD(P)-binding domain-containing protein [Pseudarthrobacter sp. ATCC 49987],WP_160666282,1,0.434
ref|WP_083992651.1|,NAD(P)/FAD-dependent oxidoreductase [Afipia massiliensis],WP_083992651,0.972,0.45
ref|WP_132624162.1|,NAD(P)/FAD-dependent oxidoreductase [Saccharopolyspora sp. 16K404],WP_132624162,0.993,0.434
ref|WP_161973785.1|,NAD(P)-binding domain-containing protein [Hwanghaeella grinnelliae],WP_161973785,0.976,0.448
gb|NCY23862.1|,NAD(P)/FAD-dependent oxidoreductase [Alphaproteobacteria bacterium],NCY23862,0.991,0.446
gb|OUX43345.1|,cyclohexanone monooxygenase [Proteobacteria bacterium TMED261],OUX43345,0.987,0.443
ref|WP_142054579.1|,NAD(P)-binding domain-containing protein [Pseudonocardia kunmingensis],WP_142054579,0.982,0.445
gb|KKY27869.1|,putative cyclohexanone monooxygenase [Diplodia seriata],KKY27869,0.832,0.408
ref|WP_093421615.1|,NAD(P)/FAD-dependent oxidoreductase [Saccharopolyspora flava],WP_093421615,0.978,0.446
ref|WP_081395713.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus simplex],WP_081395713,0.978,0.423
ref|WP_088087950.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. OV166],WP_088087950,0.994,0.428
emb|SIR78919.1|,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD [Bacillus simplex],SIR78919,0.978,0.423
ref|WP_110045347.1|,NAD(P)/FAD-dependent oxidoreductase [Paenibacillus cellulosilyticus],WP_110045347,1,0.417
ref|WP_083130551.1|,NAD(P)/FAD-dependent oxidoreductase [Mycobacterium branderi],WP_083130551,0.97,0.437
emb|SHK95222.1|,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD [Bacillus rhizosphaerae],SHK95222,0.974,0.432
gb|MBF69090.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MBF69090,0.983,0.458
ref|WP_073304314.1|,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Bacillus],WP_073304314,0.974,0.432
ref|XP_014540407.1|,"cyclohexanone monooxygenase, partial [Metarhizium brunneum ARSEF 3297]",XP_014540407,0.978,0.428
emb|SMQ80201.1|,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD [Bacillus sp. OV166],SMQ80201,0.994,0.428
gb|KAE8158543.1|,hypothetical protein BDV40DRAFT_13023 [Aspergillus tamarii],KAE8158543,0.985,0.452
ref|WP_062918369.1|,NAD(P)/FAD-dependent oxidoreductase [Paraburkholderia caribensis],WP_062918369,0.989,0.435
ref|WP_149536413.1|,NAD(P)-binding domain-containing protein [Siccirubricoccus sp. 1-3],WP_149536413,0.982,0.456
gb|TAJ41704.1|,NAD(P)/FAD-dependent oxidoreductase [Reyranella sp.],TAJ41704,0.978,0.432
gb|ONH32057.1|,cyclohexanone monooxygenase [Frankia sp. BMG5.30],ONH32057,0.976,0.432
ref|WP_067939529.1|,NAD(P)/FAD-dependent oxidoreductase [Mycobacterium sp. E2479],WP_067939529,0.974,0.434
ref|WP_142058952.1|,NAD(P)-binding domain-containing protein [Pseudonocardia kunmingensis],WP_142058952,0.956,0.421
ref|WP_055742062.1|,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Bacillus],WP_055742062,0.985,0.434
ref|WP_133371319.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus qingshengii],WP_133371319,0.993,0.434
ref|WP_006931398.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus sp. EsD8],WP_006931398,0.985,0.421
ref|WP_131578673.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus sp. ABRD24],WP_131578673,0.989,0.435
ref|WP_110335423.1|,NAD(P)/FAD-dependent oxidoreductase [Prauserella sp. YIM 121212],WP_110335423,0.983,0.423
ref|WP_120662085.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus opacus],WP_120662085,0.978,0.437
ref|WP_150441443.1|,NAD(P)-binding domain-containing protein [Bacillus endozanthoxylicus],WP_150441443,0.994,0.434
ref|WP_127783165.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus sp. X156],WP_127783165,0.978,0.411
emb|SDR23040.1|,cyclohexanone monooxygenase [Thermostaphylospora chromogena],SDR23040,0.972,0.424
